id,name,state,network,lat,lon,elevation_m,archive_begin,archive_end,online,in_range,km_outside,n_days,first_date,last_date,complete_seasons,complete_last,live_ok,usable
MNV,Madisonville,TN,TN_ASOS,35.5452,-84.3804,306.08548,2016-05-22,,True,False,140.2,3719.0,2015-12-11,2026-09-20,6.0,True,True,False
MOR,Morristown Moore-Murrell,TN,TN_ASOS,36.1794,-83.3754,392.4397,2014-04-16,,True,False,242.4,4013.0,2014-04-16,2026-09-18,6.0,False,True,False
MQY,SMYRNA,TN,TN_ASOS,36.009,-86.5201,166.0,1942-08-16,,True,False,202.5,9379.0,2001-01-01,2026-09-20,26.0,True,True,False
MRC,Columbia,TN,TN_ASOS,35.5544,-87.1791,200.75005,1948-01-01,,True,False,154.2,8568.0,2001-01-01,2026-09-20,23.0,True,True,False
NQA,MEMPHIS NAS,TN,TN_ASOS,35.3567,-89.8703,98.0,1945-03-01,,True,False,249.3,9390.0,2001-01-01,2026-09-20,25.0,True,True,False
OQT,OAK RIDGE,TN,TN_ASOS,36.023,-84.2336,277.0,1998-09-01,,True,False,194.6,9372.0,2001-01-01,2026-09-20,26.0,True,True,False
PHT,Paris,TN,TN_ASOS,36.3359,-88.3844,173.78418,2000-06-24,,True,False,258.3,4576.0,2001-01-01,2026-09-20,9.0,True,True,False
PVE,Levington - Parson Beech River,TN,TN_ASOS,35.6564,-88.1954,153.90102,2014-03-08,,True,False,182.3,4013.0,2014-03-08,2026-09-20,4.0,False,True,False
RKW,Rockwood,TN,TN_ASOS,35.9223,-84.6897,504.0,2010-09-03,,True,False,174.7,3008.0,2010-09-03,2026-09-20,8.0,True,True,False
RNC,Mc Minnville,TN,TN_ASOS,35.6987,-85.8438,309.0,2010-09-01,,True,False,155.9,4471.0,2010-09-01,2026-09-20,10.0,True,True,False
RZR,Cleveland,TN,TN_ASOS,35.2115,-84.7998,242.88419,2013-11-19,,True,False,95.3,4263.0,2013-11-19,2026-09-20,7.0,True,True,False
SCX,Oneida Scott,TN,TN_ASOS,36.4557,-84.5858,462.0712,2017-10-23,,True,False,234.6,3171.0,2017-10-23,2026-09-20,8.0,False,True,False
SNH,Savannah,TN,TN_ASOS,35.1703,-88.2167,141.1841,2000-06-14,,True,False,136.3,4608.0,2001-01-01,2026-09-20,9.0,True,True,False
SRB,Sparta,TN,TN_ASOS,36.0559,-85.5307,307.91287,1981-02-20,,True,False,189.2,5050.0,2010-09-03,2026-09-20,10.0,True,True,False
SYI,Shelbyville,TN,TN_ASOS,35.5594,-86.4425,243.0,2010-09-01,,True,False,153.3,4388.0,2010-09-01,2026-09-20,10.0,False,True,False
SZY,Sibley,TN,TN_ASOS,35.2029,-88.4984,182.92949,2001-02-15,,True,False,154.7,3098.0,2001-02-15,2026-09-20,5.0,False,True,False
THA,Tullahoma,TN,TN_ASOS,35.38,-86.2467,330.0,2010-09-01,,True,False,136.3,5249.0,2010-09-01,2026-09-20,11.0,False,True,False
TRI,BRISTOL/TRI-CITY,TN,TN_ASOS,36.4752,-82.4074,463.0,1934-07-01,,True,False,240.2,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
TYS,KNOXVILLE MUNICIPAL,TN,TN_ASOS,35.8181,-83.9858,299.0,1900-12-31,,True,False,181.2,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
UCY,Everett-Stewart,TN,TN_ASOS,36.3797,-88.9857,97.541595,1949-01-01,,True,False,286.0,8328.0,2001-01-01,2026-09-20,15.0,True,True,False
XNX,Sumner,TN,TN_ASOS,36.3751,-86.4084,167.91992,2016-03-30,,True,False,243.7,3488.0,2016-03-30,2026-09-20,4.0,True,True,False
42A,Melbourne,AR,AR_ASOS,36.0713,-91.8287,226.0,2024-05-19,,True,False,383.9,747.0,2024-05-19,2026-09-20,1.0,False,True,False
4M3,Carlisle,AR,AR_ASOS,34.8082,-91.7121,73.0,2024-10-01,,True,False,267.9,719.0,2024-10-01,2026-09-20,2.0,True,True,False
4M9,Corning,AR,AR_ASOS,36.4042,-90.6479,89.3,2009-06-12,,True,False,376.3,6144.0,2009-06-12,2026-09-20,14.0,True,True,False
ADF,Arkadelphia,AR,AR_ASOS,34.0998,-93.0661,57.59382,1972-01-03,,True,False,188.3,6918.0,2007-01-19,2026-09-20,15.0,True,True,False
AGO,Magnolia,AR,AR_ASOS,33.228,-93.217,95.0,2022-05-23,,True,False,93.3,1567.0,2022-05-23,2026-09-20,4.0,True,True,False
ARG,WALNUT RIDGE (AWOS),AR,AR_ASOS,36.1247,-90.9251,83.0,1942-10-10,,True,False,354.0,9238.0,2001-01-01,2026-09-20,22.0,True,True,False
ASG,SPRINGDALE MUNI,AR,AR_ASOS,36.1764,-94.1193,412.0,1985-07-03,,True,False,430.0,9387.0,2001-01-01,2026-09-20,26.0,True,True,False
AWM,WEST MEMPHIS MUNI,AR,AR_ASOS,35.1351,-90.2344,65.0,1977-05-01,,True,False,230.9,8508.0,2003-01-15,2026-09-20,21.0,True,True,False
BDQ,Morrilton,AR,AR_ASOS,35.1362,-92.7137,98.0,2026-07-23,,True,False,304.3,60.0,2026-07-23,2026-09-20,0.0,False,True,False
BPK,MOUNTAIN HOME/BAXTER COUNTY,AR,AR_ASOS,36.37,-92.47,283.0,1998-11-01,,True,False,442.5,9358.0,2001-01-01,2026-09-20,23.0,True,True,False
BVX,BATESVILLE (AWOS),AR,AR_ASOS,35.7261,-91.6472,141.0,1992-04-09,,True,False,343.1,9206.0,2001-01-01,2026-09-20,20.0,True,True,False
BYH,EAKER AFB,AR,AR_ASOS,35.9643,-89.9439,78.0,1942-09-01,2025-02-13,False,False,305.7,,,,,,False,False
CCA,Clinton,AR,AR_ASOS,35.5978,-92.4516,156.7,2007-05-08,,True,False,357.7,6806.0,2007-05-08,2026-09-20,12.0,True,True,False
CDH,Camden,AR,AR_ASOS,33.6228,-92.7634,39.6,1984-03-20,,True,False,136.8,6876.0,2007-05-01,2026-09-20,15.0,True,True,False
CXW,Conway,AR,AR_ASOS,35.0199,-92.5551,81.75472,2017-03-06,,True,False,292.9,3132.0,2017-03-06,2026-09-20,6.0,True,True,False
DEQ,J LYNN HELMS/DE QUEEN,AR,AR_ASOS,34.047,-94.3994,108.0,2001-07-12,,True,False,221.5,9172.0,2001-07-12,2026-09-20,24.0,True,True,False
DRP,Colt - Delta Regional,AR,AR_ASOS,35.1201,-90.8265,70.0,2023-12-02,,True,False,248.4,919.0,2023-12-02,2026-09-20,1.0,False,True,False
ELD,EL DORADO/GOODWIN,AR,AR_ASOS,33.221,-92.8133,77.0,1949-07-06,,True,False,92.0,9378.0,2001-01-03,2026-09-20,25.0,True,True,True
FLP,FLIPPIN (AWOS),AR,AR_ASOS,36.2909,-92.5902,350.0,1951-07-01,,True,False,432.8,8748.0,2001-01-01,2026-09-20,18.0,False,True,False
FSM,FORT SMITH MUNI,AR,AR_ASOS,35.3366,-94.3674,141.0,1947-01-01,,True,False,347.3,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
FYV,FAYETTEVILLE/DRAKE,AR,AR_ASOS,36.0051,-94.1701,381.0,1949-07-14,,True,False,412.7,9392.0,2001-01-01,2026-09-20,26.0,True,True,False
HKA,Blytheville,AR,AR_ASOS,35.9378,-89.8332,77.0,1998-11-01,,True,False,296.4,9302.0,2001-01-01,2026-09-20,23.0,False,True,False
HOT,HOT SPRINGS,AR,AR_ASOS,34.478,-93.0962,165.0,1972-12-31,,True,False,230.3,9372.0,2001-01-01,2026-09-20,25.0,True,True,False
HRO,HARRISON/BOONE CO.,AR,AR_ASOS,36.2615,-93.1547,416.0,1946-08-01,,True,False,428.3,9381.0,2001-01-01,2026-09-20,25.0,True,True,False
JBR,Jonesboro,AR,AR_ASOS,35.8357,-90.6442,79.0,1972-12-31,,True,False,315.7,9316.0,2001-01-01,2026-09-20,23.0,True,True,False
LIT,LITTLE ROCK/ADAMS,AR,AR_ASOS,34.7273,-92.2357,79.0,1948-07-01,,True,False,263.3,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
LLQ,MONTICELLO,AR,AR_ASOS,33.64,-91.75,82.0,1998-11-01,,True,False,155.7,9073.0,2001-01-01,2026-09-20,23.0,True,True,False
LRF,LITTLE ROCK AFB,AR,AR_ASOS,34.9168,-92.1465,95.0,1956-01-01,,True,False,285.0,9260.0,2001-01-01,2026-09-20,21.0,True,True,False
LZK,NORTH LITTLE ROCK,AR,AR_ASOS,34.835,-92.2594,165.0,1972-12-31,2004-08-27,False,False,275.1,,,,,,False,False
M19,Newport,AR,AR_ASOS,35.6377,-91.1764,72.8,2005-12-21,,True,False,313.6,7457.0,2005-12-21,2026-09-20,20.0,False,True,False
MEZ,MENA INTERMOUNTAIN MUNI,AR,AR_ASOS,34.5454,-94.2026,329.0,2004-11-26,,True,False,260.7,7773.0,2004-11-26,2026-09-20,18.0,True,True,False
MWT,MOUNT IDA,AR,AR_ASOS,34.5467,-93.5781,241.0,1999-03-01,,True,False,243.2,9042.0,2001-01-01,2026-09-20,23.0,True,True,False
ORK,North Little Rock,AR,AR_ASOS,34.8331,-92.2541,162.32234,2020-10-06,,True,False,274.9,1885.0,2020-10-06,2026-09-20,4.0,False,True,False
PBF,PINE BLUFF/GRIDER,AR,AR_ASOS,34.175,-91.9347,63.0,1948-10-01,,True,False,206.9,9392.0,2001-01-01,2026-09-20,26.0,True,True,False
ROG,ROGERS (AWOS),AR,AR_ASOS,36.3724,-94.107,415.0,1992-05-06,,True,False,451.0,9346.0,2001-01-01,2026-09-20,26.0,True,True,False
RUE,RUSSELLVILLE MUNICIPAL AIRPORT,AR,AR_ASOS,35.2578,-93.0947,123.0,1999-02-01,,True,False,316.8,9056.0,2001-01-01,2026-09-20,23.0,False,True,False
SGT,STUTTGART (AWOS),AR,AR_ASOS,34.5995,-91.575,68.0,1991-09-11,,True,False,243.1,8937.0,2001-01-01,2026-09-20,21.0,True,True,False
SLG,SILOAM SPRING(AWOS),AR,AR_ASOS,36.1919,-94.49,300.0,1992-04-08,,True,False,440.4,9175.0,2001-01-01,2026-09-20,23.0,True,True,False
SRC,SEARCY MUNI AIRPORT (M07),AR,AR_ASOS,35.21,-91.74,80.0,1999-06-01,,True,False,302.1,8335.0,2001-01-01,2026-09-20,17.0,False,True,False
SUZ,Benton,AR,AR_ASOS,34.5904,-92.4794,115.0,2018-11-08,,True,False,246.9,2824.0,2018-11-08,2026-09-20,5.0,True,True,False
TXK,TEXARKANA RGNL/WEBB,AR,AR_ASOS,33.4537,-93.991,119.0,1946-07-29,,True,False,146.4,9393.0,2001-01-01,2026-09-20,26.0,True,True,False
VBT,BENTONVILLE (AWOS),AR,AR_ASOS,36.3457,-94.2194,395.0,1992-04-08,,True,False,450.3,9008.0,2001-01-01,2026-09-20,20.0,True,True,False
XNA,NORTHWEST ARKANSAS REGIONAL APT,AR,AR_ASOS,36.282,-94.307,392.0,1998-11-01,,True,False,445.4,9392.0,2001-01-01,2026-09-20,26.0,True,True,False
